dataset,rel_type,rel_num,augmentation,subj_position,subject,template,to_send,num_tokens_sub,unrelated_origin,corr_answer,repetition,num_tokens_obj
LAMA_Trex,Hu_original,P276,original,,Chicago Golden Gloves,[X] is located in [Y] .,Chicago Golden Gloves is located in ,,,Chicago,,
LAMA_Trex,Hu_original,P276,original,,Qataban,[X] is located in [Y] .,Qataban is located in ,,,Yemen,,
LAMA_Trex,Hu_original,P276,original,,Battle of Fort Dearborn,[X] is located in [Y] .,Battle of Fort Dearborn is located in ,,,Chicago,,
LAMA_Trex,Hu_original,P276,original,,Rosstown Railway,[X] is located in [Y] .,Rosstown Railway is located in ,,,Melbourne,,
LAMA_Trex,Hu_original,P276,original,,26/11 Mumbai attacks,[X] is located in [Y] .,26/11 Mumbai attacks is located in ,,,Mumbai,,
LAMA_Trex,Hu_original,P276,original,,Palm wine,[X] is located in [Y] .,Palm wine is located in ,,,Mexico,,
LAMA_Trex,Hu_original,P276,original,,1993 Southeast Asian Games,[X] is located in [Y] .,1993 Southeast Asian Games is located in ,,,Singapore,,
LAMA_Trex,Hu_original,P276,original,,Battle of Suipacha,[X] is located in [Y] .,Battle of Suipacha is located in ,,,Bolivia,,
LAMA_Trex,Hu_original,P276,original,,CNN Center,[X] is located in [Y] .,CNN Center is located in ,,,Atlanta,,
LAMA_Trex,Hu_original,P276,original,,World War I,[X] is located in [Y] .,World War I is located in ,,,Africa,,
LAMA_Trex,Hu_original,P276,original,,Jay Treaty,[X] is located in [Y] .,Jay Treaty is located in ,,,London,,
LAMA_Trex,Hu_original,P276,original,,Battle of France,[X] is located in [Y] .,Battle of France is located in ,,,Belgium,,
LAMA_Trex,Hu_original,P276,original,,Invasion of Poland,[X] is located in [Y] .,Invasion of Poland is located in ,,,Poland,,
LAMA_Trex,Hu_original,P276,original,,Georgi Dimitrov Mausoleum,[X] is located in [Y] .,Georgi Dimitrov Mausoleum is located in ,,,Sofia,,
LAMA_Trex,Hu_original,P276,original,,KK Zrinjevac,[X] is located in [Y] .,KK Zrinjevac is located in ,,,Zagreb,,
LAMA_Trex,Hu_original,P276,original,,Basilica Cistern,[X] is located in [Y] .,Basilica Cistern is located in ,,,Istanbul,,
LAMA_Trex,Hu_original,P276,original,,2013 Australian Open,[X] is located in [Y] .,2013 Australian Open is located in ,,,Melbourne,,
LAMA_Trex,Hu_original,P276,original,,Galatasaray University,[X] is located in [Y] .,Galatasaray University is located in ,,,Istanbul,,
LAMA_Trex,Hu_original,P276,original,,Film Fest Gent,[X] is located in [Y] .,Film Fest Gent is located in ,,,Ghent,,
LAMA_Trex,Hu_original,P276,original,,Animafest Zagreb,[X] is located in [Y] .,Animafest Zagreb is located in ,,,Zagreb,,
LAMA_Trex,Hu_original,P276,original,,Merriweather Post Pavilion,[X] is located in [Y] .,Merriweather Post Pavilion is located in ,,,Columbia,,
LAMA_Trex,Hu_original,P276,original,,Norwich Market,[X] is located in [Y] .,Norwich Market is located in ,,,Norwich,,
LAMA_Trex,Hu_original,P276,original,,Irish Museum of Modern Art,[X] is located in [Y] .,Irish Museum of Modern Art is located in ,,,Dublin,,
LAMA_Trex,Hu_original,P276,original,,1972 Summer Paralympics,[X] is located in [Y] .,1972 Summer Paralympics is located in ,,,Heidelberg,,
LAMA_Trex,Hu_original,P276,original,,Glasgow School,[X] is located in [Y] .,Glasgow School is located in ,,,Glasgow,,
LAMA_Trex,Hu_original,P276,original,,Shanghai International Film Festival,[X] is located in [Y] .,Shanghai International Film Festival is located in ,,,Shanghai,,
LAMA_Trex,Hu_original,P276,original,,January Events,[X] is located in [Y] .,January Events is located in ,,,Vilnius,,
LAMA_Trex,Hu_original,P276,original,,BC Lietuvos rytas,[X] is located in [Y] .,BC Lietuvos rytas is located in ,,,Vilnius,,
LAMA_Trex,Hu_original,P276,original,,International Istanbul Film Festival,[X] is located in [Y] .,International Istanbul Film Festival is located in ,,,Istanbul,,
LAMA_Trex,Hu_original,P276,original,,Hualapai people,[X] is located in [Y] .,Hualapai people is located in ,,,Arizona,,
LAMA_Trex,Hu_original,P276,original,,Tour de Pologne,[X] is located in [Y] .,Tour de Pologne is located in ,,,Poland,,
LAMA_Trex,Hu_original,P276,original,,Hotel Green,[X] is located in [Y] .,Hotel Green is located in ,,,Pasadena,,
LAMA_Trex,Hu_original,P276,original,,Second Crusade,[X] is located in [Y] .,Second Crusade is located in ,,,Levant,,
LAMA_Trex,Hu_original,P276,original,,Netherlands Film Festival,[X] is located in [Y] .,Netherlands Film Festival is located in ,,,Utrecht,,
LAMA_Trex,Hu_original,P276,original,,Autonomous University of Barcelona,[X] is located in [Y] .,Autonomous University of Barcelona is located in ,,,Barcelona,,
LAMA_Trex,Hu_original,P276,original,,Treaty of Brest-Litovsk,[X] is located in [Y] .,Treaty of Brest-Litovsk is located in ,,,Brest,,
LAMA_Trex,Hu_original,P276,original,,Nagorno-Karabakh War,[X] is located in [Y] .,Nagorno-Karabakh War is located in ,,,Armenia,,
LAMA_Trex,Hu_original,P276,original,,Northern Mali conflict,[X] is located in [Y] .,Northern Mali conflict is located in ,,,Mali,,
LAMA_Trex,Hu_original,P276,original,,Fallas of Valencia,[X] is located in [Y] .,Fallas of Valencia is located in ,,,Valencia,,
LAMA_Trex,Hu_original,P276,original,,Gulf War,[X] is located in [Y] .,Gulf War is located in ,,,Iraq,,
LAMA_Trex,Hu_original,P276,original,,1987 Southeast Asian Games,[X] is located in [Y] .,1987 Southeast Asian Games is located in ,,,Jakarta,,
LAMA_Trex,Hu_original,P276,original,,Hapoel Jerusalem B.C.,[X] is located in [Y] .,Hapoel Jerusalem B.C. is located in ,,,Jerusalem,,
LAMA_Trex,Hu_original,P276,original,,Delhi Technological University,[X] is located in [Y] .,Delhi Technological University is located in ,,,Delhi,,
LAMA_Trex,Hu_original,P276,original,,Windsor Link Railway,[X] is located in [Y] .,Windsor Link Railway is located in ,,,Windsor,,
LAMA_Trex,Hu_original,P276,original,,KK Crvena zvezda,[X] is located in [Y] .,KK Crvena zvezda is located in ,,,Belgrade,,
LAMA_Trex,Hu_original,P276,original,,Operation Athena,[X] is located in [Y] .,Operation Athena is located in ,,,Afghanistan,,
LAMA_Trex,Hu_original,P276,original,,Battle of Baltimore,[X] is located in [Y] .,Battle of Baltimore is located in ,,,Baltimore,,
LAMA_Trex,Hu_original,P276,original,,Toronto International Film Festival,[X] is located in [Y] .,Toronto International Film Festival is located in ,,,Toronto,,
LAMA_Trex,Hu_original,P276,original,,Athens Polytechnic uprising,[X] is located in [Y] .,Athens Polytechnic uprising is located in ,,,Athens,,
LAMA_Trex,Hu_original,P276,original,,Colorado River Indian Tribes,[X] is located in [Y] .,Colorado River Indian Tribes is located in ,,,California,,
LAMA_Trex,Hu_original,P276,original,,Toumba Stadium,[X] is located in [Y] .,Toumba Stadium is located in ,,,Thessaloniki,,
LAMA_Trex,Hu_original,P276,original,,Sardana,[X] is located in [Y] .,Sardana is located in ,,,Catalonia,,
LAMA_Trex,Hu_original,P276,original,,2008 Kabul Serena Hotel attack,[X] is located in [Y] .,2008 Kabul Serena Hotel attack is located in ,,,Kabul,,
LAMA_Trex,Hu_original,P276,original,,KaraFilm Festival,[X] is located in [Y] .,KaraFilm Festival is located in ,,,Karachi,,
LAMA_Trex,Hu_original,P276,original,,Gulf War,[X] is located in [Y] .,Gulf War is located in ,,,Kuwait,,
LAMA_Trex,Hu_original,P276,original,,Arcapita,[X] is located in [Y] .,Arcapita is located in ,,,Singapore,,
LAMA_Trex,Hu_original,P276,original,,Tallinn Black Nights Film Festival,[X] is located in [Y] .,Tallinn Black Nights Film Festival is located in ,,,Tallinn,,
LAMA_Trex,Hu_original,P276,original,,domus de janas,[X] is located in [Y] .,domus de janas is located in ,,,Sardinia,,
LAMA_Trex,Hu_original,P276,original,,Warsaw Cup,[X] is located in [Y] .,Warsaw Cup is located in ,,,Warsaw,,
LAMA_Trex,Hu_original,P276,original,,Canal Hotel bombing,[X] is located in [Y] .,Canal Hotel bombing is located in ,,,Baghdad,,
LAMA_Trex,Hu_original,P276,original,,"New Railway Station, Thessaloniki",[X] is located in [Y] .,"New Railway Station, Thessaloniki is located in ",,,Thessaloniki,,
LAMA_Trex,Hu_original,P276,original,,Seoul International Cartoon and Animation Festival,[X] is located in [Y] .,Seoul International Cartoon and Animation Festival is located in ,,,Seoul,,
LAMA_Trex,Hu_original,P276,original,,Second Crusade,[X] is located in [Y] .,Second Crusade is located in ,,,Egypt,,
LAMA_Trex,Hu_original,P276,original,,Bava-Beccaris massacre,[X] is located in [Y] .,Bava-Beccaris massacre is located in ,,,Milan,,
LAMA_Trex,Hu_original,P276,original,,Galatsi Olympic Hall,[X] is located in [Y] .,Galatsi Olympic Hall is located in ,,,Athens,,
LAMA_Trex,Hu_original,P276,original,,Anglo-German Naval Agreement,[X] is located in [Y] .,Anglo-German Naval Agreement is located in ,,,London,,
LAMA_Trex,Hu_original,P276,original,,1977 Moscow bombings,[X] is located in [Y] .,1977 Moscow bombings is located in ,,,Moscow,,
LAMA_Trex,Hu_original,P276,original,,1997 Mediterranean Games,[X] is located in [Y] .,1997 Mediterranean Games is located in ,,,Bari,,
LAMA_Trex,Hu_original,P276,original,,Crimean War,[X] is located in [Y] .,Crimean War is located in ,,,Balkans,,
LAMA_Trex,Hu_original,P276,original,,Virtus Pallacanestro Bologna,[X] is located in [Y] .,Virtus Pallacanestro Bologna is located in ,,,Bologna,,
LAMA_Trex,Hu_original,P276,original,,Universeum,[X] is located in [Y] .,Universeum is located in ,,,Gothenburg,,
LAMA_Trex,Hu_original,P276,original,,Pirelli Tower,[X] is located in [Y] .,Pirelli Tower is located in ,,,Milan,,
LAMA_Trex,Hu_original,P276,original,,2004 Summer Paralympics,[X] is located in [Y] .,2004 Summer Paralympics is located in ,,,Athens,,
LAMA_Trex,Hu_original,P276,original,,26th Chess Olympiad,[X] is located in [Y] .,26th Chess Olympiad is located in ,,,Thessaloniki,,
LAMA_Trex,Hu_original,P276,original,,Crimean War,[X] is located in [Y] .,Crimean War is located in ,,,Caucasus,,
LAMA_Trex,Hu_original,P276,original,,Seville Fair,[X] is located in [Y] .,Seville Fair is located in ,,,Seville,,
LAMA_Trex,Hu_original,P276,original,,2004 Madrid train bombings,[X] is located in [Y] .,2004 Madrid train bombings is located in ,,,Madrid,,
LAMA_Trex,Hu_original,P276,original,,2011 England riots,[X] is located in [Y] .,2011 England riots is located in ,,,London,,
LAMA_Trex,Hu_original,P276,original,,1950 British Empire Games,[X] is located in [Y] .,1950 British Empire Games is located in ,,,Auckland,,
LAMA_Trex,Hu_original,P276,original,,Open University of Catalonia,[X] is located in [Y] .,Open University of Catalonia is located in ,,,Barcelona,,
LAMA_Trex,Hu_original,P276,original,,Fantasia Festival,[X] is located in [Y] .,Fantasia Festival is located in ,,,Montreal,,
LAMA_Trex,Hu_original,P276,original,,Savitribai Phule Pune University,[X] is located in [Y] .,Savitribai Phule Pune University is located in ,,,Pune,,
LAMA_Trex,Hu_original,P276,original,,Gunpowder Plot,[X] is located in [Y] .,Gunpowder Plot is located in ,,,England,,
LAMA_Trex,Hu_original,P276,original,,Amsterdam Treaty,[X] is located in [Y] .,Amsterdam Treaty is located in ,,,Amsterdam,,
LAMA_Trex,Hu_original,P276,original,,2007 Australian Open,[X] is located in [Y] .,2007 Australian Open is located in ,,,Melbourne,,
LAMA_Trex,Hu_original,P276,original,,Istanbul University,[X] is located in [Y] .,Istanbul University is located in ,,,Istanbul,,
LAMA_Trex,Hu_original,P276,original,,Battle of Pressburg,[X] is located in [Y] .,Battle of Pressburg is located in ,,,Bratislava,,
LAMA_Trex,Hu_original,P276,original,,Library of Alexandria,[X] is located in [Y] .,Library of Alexandria is located in ,,,Alexandria,,
LAMA_Trex,Hu_original,P276,original,,Liber Linteus,[X] is located in [Y] .,Liber Linteus is located in ,,,Zagreb,,
LAMA_Trex,Hu_original,P276,original,,Family Life Radio,[X] is located in [Y] .,Family Life Radio is located in ,,,Texas,,
LAMA_Trex,Hu_original,P276,original,,Antwerp Giants,[X] is located in [Y] .,Antwerp Giants is located in ,,,Antwerp,,
LAMA_Trex,Hu_original,P276,original,,Foxton Locks,[X] is located in [Y] .,Foxton Locks is located in ,,,Leicestershire,,
LAMA_Trex,Hu_original,P276,original,,Yukon Quest,[X] is located in [Y] .,Yukon Quest is located in ,,,Circle,,
LAMA_Trex,Hu_original,P276,original,,Ottawa Treaty,[X] is located in [Y] .,Ottawa Treaty is located in ,,,Ottawa,,
LAMA_Trex,Hu_original,P276,original,,Edinburgh Art Festival,[X] is located in [Y] .,Edinburgh Art Festival is located in ,,,Edinburgh,,
LAMA_Trex,Hu_original,P276,original,,Fraunces Tavern,[X] is located in [Y] .,Fraunces Tavern is located in ,,,Manhattan,,
LAMA_Trex,Hu_original,P276,original,,Mimar Sinan Fine Arts University,[X] is located in [Y] .,Mimar Sinan Fine Arts University is located in ,,,Istanbul,,
LAMA_Trex,Hu_original,P276,original,,Freedom Monument,[X] is located in [Y] .,Freedom Monument is located in ,,,Riga,,
LAMA_Trex,Hu_original,P276,original,,1978 World Snooker Championship,[X] is located in [Y] .,1978 World Snooker Championship is located in ,,,Sheffield,,
LAMA_Trex,Hu_original,P276,original,,Battle of Marengo,[X] is located in [Y] .,Battle of Marengo is located in ,,,Genoa,,
LAMA_Trex,Hu_original,P276,original,,2002 Karachi bus bombing,[X] is located in [Y] .,2002 Karachi bus bombing is located in ,,,Karachi,,
LAMA_Trex,Hu_original,P276,original,,Cypriot Super Cup,[X] is located in [Y] .,Cypriot Super Cup is located in ,,,Cyprus,,
LAMA_Trex,Hu_original,P276,original,,Palm wine,[X] is located in [Y] .,Palm wine is located in ,,,Ghana,,
LAMA_Trex,Hu_original,P276,original,,civil uprising phase of the Syrian Civil War,[X] is located in [Y] .,civil uprising phase of the Syrian Civil War is located in ,,,Syria,,
LAMA_Trex,Hu_original,P276,original,,Downton Abbey,[X] is located in [Y] .,Downton Abbey is located in ,,,Yorkshire,,
LAMA_Trex,Hu_original,P276,original,,2011 German Masters,[X] is located in [Y] .,2011 German Masters is located in ,,,Berlin,,
LAMA_Trex,Hu_original,P276,original,,Arvfurstens palats,[X] is located in [Y] .,Arvfurstens palats is located in ,,,Stockholm,,
LAMA_Trex,Hu_original,P276,original,,Torino Film Festival,[X] is located in [Y] .,Torino Film Festival is located in ,,,Turin,,
LAMA_Trex,Hu_original,P276,original,,Battle of France,[X] is located in [Y] .,Battle of France is located in ,,,Netherlands,,
LAMA_Trex,Hu_original,P276,original,,Utrecht Caravaggism,[X] is located in [Y] .,Utrecht Caravaggism is located in ,,,Utrecht,,
LAMA_Trex,Hu_original,P276,original,,Jameson Dublin International Film Festival,[X] is located in [Y] .,Jameson Dublin International Film Festival is located in ,,,Dublin,,
LAMA_Trex,Hu_original,P276,original,,Genocide against the Tutsis,[X] is located in [Y] .,Genocide against the Tutsis is located in ,,,Rwanda,,
LAMA_Trex,Hu_original,P276,original,,Talvar,[X] is located in [Y] .,Talvar is located in ,,,Berlin,,
LAMA_Trex,Hu_original,P276,original,,Alexandreio Melathron,[X] is located in [Y] .,Alexandreio Melathron is located in ,,,Thessaloniki,,
LAMA_Trex,Hu_original,P276,original,,Wolvendaal Church,[X] is located in [Y] .,Wolvendaal Church is located in ,,,Colombo,,
LAMA_Trex,Hu_original,P276,original,,Great Sheffield Flood,[X] is located in [Y] .,Great Sheffield Flood is located in ,,,Sheffield,,
LAMA_Trex,Hu_original,P276,original,,2011 Yemeni revolution,[X] is located in [Y] .,2011 Yemeni revolution is located in ,,,Yemen,,
LAMA_Trex,Hu_original,P276,original,,2012 Summer Paralympics,[X] is located in [Y] .,2012 Summer Paralympics is located in ,,,London,,
LAMA_Trex,Hu_original,P276,original,,Fantafestival,[X] is located in [Y] .,Fantafestival is located in ,,,Rome,,
LAMA_Trex,Hu_original,P276,original,,Norman invasion of Ireland,[X] is located in [Y] .,Norman invasion of Ireland is located in ,,,Ireland,,
LAMA_Trex,Hu_original,P276,original,,Tour de Langkawi,[X] is located in [Y] .,Tour de Langkawi is located in ,,,Malaysia,,
LAMA_Trex,Hu_original,P276,original,,2009 Napier shootings,[X] is located in [Y] .,2009 Napier shootings is located in ,,,Napier,,
LAMA_Trex,Hu_original,P276,original,,KK Split,[X] is located in [Y] .,KK Split is located in ,,,Split,,
LAMA_Trex,Hu_original,P276,original,,Concordia University,[X] is located in [Y] .,Concordia University is located in ,,,Montreal,,
LAMA_Trex,Hu_original,P276,original,,Typhoon Pamela,[X] is located in [Y] .,Typhoon Pamela is located in ,,,Guam,,
LAMA_Trex,Hu_original,P276,original,,Radium Girls,[X] is located in [Y] .,Radium Girls is located in ,,,Orange,,
LAMA_Trex,Hu_original,P276,original,,Nottingham Crown Court,[X] is located in [Y] .,Nottingham Crown Court is located in ,,,Nottingham,,
LAMA_Trex,Hu_original,P276,original,,ZagrebDox,[X] is located in [Y] .,ZagrebDox is located in ,,,Zagreb,,
LAMA_Trex,Hu_original,P276,original,,Tuska Open Air Metal Festival,[X] is located in [Y] .,Tuska Open Air Metal Festival is located in ,,,Helsinki,,
LAMA_Trex,Hu_original,P276,original,,Brest Fortress,[X] is located in [Y] .,Brest Fortress is located in ,,,Brest,,
LAMA_Trex,Hu_original,P276,original,,Golden Horse Film Festival and Awards,[X] is located in [Y] .,Golden Horse Film Festival and Awards is located in ,,,Taipei,,
LAMA_Trex,Hu_original,P276,original,,Operation Market Garden,[X] is located in [Y] .,Operation Market Garden is located in ,,,Netherlands,,
LAMA_Trex,Hu_original,P276,original,,Flying Pig Marathon,[X] is located in [Y] .,Flying Pig Marathon is located in ,,,Cincinnati,,
LAMA_Trex,Hu_original,P276,original,,Port of Belfast,[X] is located in [Y] .,Port of Belfast is located in ,,,Belfast,,
LAMA_Trex,Hu_original,P276,original,,Battle of Anzen,[X] is located in [Y] .,Battle of Anzen is located in ,,,Anatolia,,
LAMA_Trex,Hu_original,P276,original,,Winter War,[X] is located in [Y] .,Winter War is located in ,,,Finland,,
LAMA_Trex,Hu_original,P276,original,,Maxim restaurant suicide bombing,[X] is located in [Y] .,Maxim restaurant suicide bombing is located in ,,,Haifa,,
LAMA_Trex,Hu_original,P276,original,,vaporetto,[X] is located in [Y] .,vaporetto is located in ,,,Venice,,
LAMA_Trex,Hu_original,P276,original,,ice cream cone,[X] is located in [Y] .,ice cream cone is located in ,,,Austria,,
LAMA_Trex,Hu_original,P276,original,,START I,[X] is located in [Y] .,START I is located in ,,,Moscow,,
LAMA_Trex,Hu_original,P276,original,,Welsh Methodist revival,[X] is located in [Y] .,Welsh Methodist revival is located in ,,,Wales,,
LAMA_Trex,Hu_original,P276,original,,2015 Southeast Asian Games,[X] is located in [Y] .,2015 Southeast Asian Games is located in ,,,Singapore,,
LAMA_Trex,Hu_original,P276,original,,Damascus International Film Festival,[X] is located in [Y] .,Damascus International Film Festival is located in ,,,Damascus,,
LAMA_Trex,Hu_original,P276,original,,lunar crater,[X] is located in [Y] .,lunar crater is located in ,,,Moon,,
LAMA_Trex,Hu_original,P276,original,,2010 Winter Paralympics,[X] is located in [Y] .,2010 Winter Paralympics is located in ,,,Vancouver,,
LAMA_Trex,Hu_original,P276,original,,Judgment of Paris,[X] is located in [Y] .,Judgment of Paris is located in ,,,Paris,,
LAMA_Trex,Hu_original,P276,original,,Parliament of Norway Building,[X] is located in [Y] .,Parliament of Norway Building is located in ,,,Oslo,,
LAMA_Trex,Hu_original,P276,original,,Post-Soviet states,[X] is located in [Y] .,Post-Soviet states is located in ,,,Ukraine,,
LAMA_Trex,Hu_original,P276,original,,French Resistance,[X] is located in [Y] .,French Resistance is located in ,,,France,,
LAMA_Trex,Hu_original,P276,original,,2006 Winter Paralympics,[X] is located in [Y] .,2006 Winter Paralympics is located in ,,,Turin,,
LAMA_Trex,Hu_original,P276,original,,Ye Olde Cheshire Cheese,[X] is located in [Y] .,Ye Olde Cheshire Cheese is located in ,,,London,,
LAMA_Trex,Hu_original,P276,original,,Hofburg Palace,[X] is located in [Y] .,Hofburg Palace is located in ,,,Vienna,,
LAMA_Trex,Hu_original,P276,original,,2014 Jerusalem unrest,[X] is located in [Y] .,2014 Jerusalem unrest is located in ,,,Jerusalem,,
LAMA_Trex,Hu_original,P276,original,,Mumbai International Film Festival,[X] is located in [Y] .,Mumbai International Film Festival is located in ,,,Mumbai,,
LAMA_Trex,Hu_original,P276,original,,Viennese Actionism,[X] is located in [Y] .,Viennese Actionism is located in ,,,Vienna,,
LAMA_Trex,Hu_original,P276,original,,2007 Welsh Open,[X] is located in [Y] .,2007 Welsh Open is located in ,,,Newport,,
LAMA_Trex,Hu_original,P276,original,,Aston University,[X] is located in [Y] .,Aston University is located in ,,,Birmingham,,
LAMA_Trex,Hu_original,P276,original,,Post-Soviet states,[X] is located in [Y] .,Post-Soviet states is located in ,,,Belarus,,
LAMA_Trex,Hu_original,P276,original,,Charlottenborg Palace,[X] is located in [Y] .,Charlottenborg Palace is located in ,,,Copenhagen,,
LAMA_Trex,Hu_original,P276,original,,2004 Ukrainian presidential election,[X] is located in [Y] .,2004 Ukrainian presidential election is located in ,,,Ukraine,,
LAMA_Trex,Hu_original,P276,original,,2015 World Men's Handball Championship,[X] is located in [Y] .,2015 World Men's Handball Championship is located in ,,,Qatar,,
LAMA_Trex,Hu_original,P276,original,,Dudley George,[X] is located in [Y] .,Dudley George is located in ,,,Ontario,,
LAMA_Trex,Hu_original,P276,original,,64th Venice International Film Festival,[X] is located in [Y] .,64th Venice International Film Festival is located in ,,,Venice,,
LAMA_Trex,Hu_original,P276,original,,Ajanta Caves,[X] is located in [Y] .,Ajanta Caves is located in ,,,India,,
LAMA_Trex,Hu_original,P276,original,,International Documentary Film Festival Amsterdam,[X] is located in [Y] .,International Documentary Film Festival Amsterdam is located in ,,,Amsterdam,,
LAMA_Trex,Hu_original,P276,original,,Tokyo International Film Festival,[X] is located in [Y] .,Tokyo International Film Festival is located in ,,,Tokyo,,
LAMA_Trex,Hu_original,P276,original,,Copenhagen International Documentary Festival,[X] is located in [Y] .,Copenhagen International Documentary Festival is located in ,,,Copenhagen,,
LAMA_Trex,Hu_original,P276,original,,1996 Summer Olympics,[X] is located in [Y] .,1996 Summer Olympics is located in ,,,Atlanta,,
LAMA_Trex,Hu_original,P276,original,,Taiwan Pride,[X] is located in [Y] .,Taiwan Pride is located in ,,,Taiwan,,
LAMA_Trex,Hu_original,P276,original,,1997 Southeast Asian Games,[X] is located in [Y] .,1997 Southeast Asian Games is located in ,,,Jakarta,,
LAMA_Trex,Hu_original,P276,original,,White Tower of Thessaloniki,[X] is located in [Y] .,White Tower of Thessaloniki is located in ,,,Thessaloniki,,
LAMA_Trex,Hu_original,P276,original,,London Regiment,[X] is located in [Y] .,London Regiment is located in ,,,London,,
LAMA_Trex,Hu_original,P276,original,,2005 Beach Volleyball World Championships,[X] is located in [Y] .,2005 Beach Volleyball World Championships is located in ,,,Berlin,,
LAMA_Trex,Hu_original,P276,original,,Queens International Film Festival,[X] is located in [Y] .,Queens International Film Festival is located in ,,,Queens,,
LAMA_Trex,Hu_original,P276,original,,Madrid Conference of 1991,[X] is located in [Y] .,Madrid Conference of 1991 is located in ,,,Madrid,,
LAMA_Trex,Hu_original,P276,original,,Massenet Festival,[X] is located in [Y] .,Massenet Festival is located in ,,,France,,
LAMA_Trex,Hu_original,P276,original,,Ptolemaic Baris,[X] is located in [Y] .,Ptolemaic Baris is located in ,,,Jerusalem,,
LAMA_Trex,Hu_original,P276,original,,Rome Statute of the International Criminal Court,[X] is located in [Y] .,Rome Statute of the International Criminal Court is located in ,,,Rome,,
LAMA_Trex,Hu_original,P276,original,,Kyoto Protocol,[X] is located in [Y] .,Kyoto Protocol is located in ,,,Kyoto,,
LAMA_Trex,Hu_original,P276,original,,Battle of Jarama,[X] is located in [Y] .,Battle of Jarama is located in ,,,Madrid,,
LAMA_Trex,Hu_original,P276,original,,Svalbard Treaty,[X] is located in [Y] .,Svalbard Treaty is located in ,,,Paris,,
LAMA_Trex,Hu_original,P276,original,,Zagreb Film Festival,[X] is located in [Y] .,Zagreb Film Festival is located in ,,,Zagreb,,
LAMA_Trex,Hu_original,P276,original,,Kolkata International Film Festival,[X] is located in [Y] .,Kolkata International Film Festival is located in ,,,Kolkata,,
LAMA_Trex,Hu_original,P276,original,,Aragon Offensive,[X] is located in [Y] .,Aragon Offensive is located in ,,,Spain,,
LAMA_Trex,Hu_original,P276,original,,Great Ardra,[X] is located in [Y] .,Great Ardra is located in ,,,Benin,,
LAMA_Trex,Hu_original,P276,original,,2004 Australian Open,[X] is located in [Y] .,2004 Australian Open is located in ,,,Melbourne,,
LAMA_Trex,Hu_original,P276,original,,Sinai and Palestine Campaign,[X] is located in [Y] .,Sinai and Palestine Campaign is located in ,,,Egypt,,
LAMA_Trex,Hu_original,P276,original,,Cologne Carnival,[X] is located in [Y] .,Cologne Carnival is located in ,,,Cologne,,
LAMA_Trex,Hu_original,P276,original,,2011 World Artistic Gymnastics Championships,[X] is located in [Y] .,2011 World Artistic Gymnastics Championships is located in ,,,Tokyo,,
LAMA_Trex,Hu_original,P276,original,,Brisbane International Film Festival,[X] is located in [Y] .,Brisbane International Film Festival is located in ,,,Brisbane,,
LAMA_Trex,Hu_original,P276,original,,Barcelona Museum of Contemporary Art,[X] is located in [Y] .,Barcelona Museum of Contemporary Art is located in ,,,Barcelona,,
LAMA_Trex,Hu_original,P276,original,,Post-Soviet states,[X] is located in [Y] .,Post-Soviet states is located in ,,,Uzbekistan,,
LAMA_Trex,Hu_original,P276,original,,French Revolution,[X] is located in [Y] .,French Revolution is located in ,,,France,,
LAMA_Trex,Hu_original,P276,original,,Open-air museum Skansen,[X] is located in [Y] .,Open-air museum Skansen is located in ,,,Stockholm,,
LAMA_Trex,Hu_original,P276,original,,BC Dynamo Moscow,[X] is located in [Y] .,BC Dynamo Moscow is located in ,,,Moscow,,
LAMA_Trex,Hu_original,P276,original,,Pastry War,[X] is located in [Y] .,Pastry War is located in ,,,Mexico,,
LAMA_Trex,Hu_original,P276,original,,Operation Windmill,[X] is located in [Y] .,Operation Windmill is located in ,,,Antarctica,,
LAMA_Trex,Hu_original,P276,original,,Stansted Express,[X] is located in [Y] .,Stansted Express is located in ,,,London,,
LAMA_Trex,Hu_original,P276,original,,Farhud,[X] is located in [Y] .,Farhud is located in ,,,Baghdad,,
LAMA_Trex,Hu_original,P276,original,,World War II in Yugoslavia,[X] is located in [Y] .,World War II in Yugoslavia is located in ,,,Yugoslavia,,
LAMA_Trex,Hu_original,P276,original,,Glastonbury Lake Village,[X] is located in [Y] .,Glastonbury Lake Village is located in ,,,Somerset,,
LAMA_Trex,Hu_original,P276,original,,Finnish Civil War,[X] is located in [Y] .,Finnish Civil War is located in ,,,Finland,,
LAMA_Trex,Hu_original,P276,original,,Battle of Hyelion and Leimocheir,[X] is located in [Y] .,Battle of Hyelion and Leimocheir is located in ,,,Anatolia,,
LAMA_Trex,Hu_original,P276,original,,Cuban Missile Crisis,[X] is located in [Y] .,Cuban Missile Crisis is located in ,,,Cuba,,
LAMA_Trex,Hu_original,P276,original,,1991 Southeast Asian Games,[X] is located in [Y] .,1991 Southeast Asian Games is located in ,,,Manila,,
LAMA_Trex,Hu_original,P276,original,,Operation Flash,[X] is located in [Y] .,Operation Flash is located in ,,,Croatia,,
LAMA_Trex,Hu_original,P276,original,,King Edward VI Aston School,[X] is located in [Y] .,King Edward VI Aston School is located in ,,,Aston,,
LAMA_Trex,Hu_original,P276,original,,World War II,[X] is located in [Y] .,World War II is located in ,,,Asia,,
LAMA_Trex,Hu_original,P276,original,,Operation Pillar of Cloud,[X] is located in [Y] .,Operation Pillar of Cloud is located in ,,,Israel,,
